alpha_io a_wl_io bio_hum_cn b_wl_io dcatch_dlai_io dqcrit_io dz0v_dh_io f0_io fd_io g_area_io g_root_io g_wood_io gs_nvg_io hw_sw_io kaps_roth knl_io lai_max_io lai_min_io lma_io n_inorg_turnover nmass_io nr_io retran_l_io retran_r_io r_grow_io rootd_ft_io sigl_io sorp tleaf_of_io tlow_io tupp_io l_vg_soil
0.9813164559 1.1001778349 1.1112205118 1.1250867717 1.8877025415 1.2520637440 2.6619055337 0.7930106269 1.0225266347 1.6303528788 1.1306348915 0.5608225792 1.6730834524 0.0594865797 0.8182532474 1.4451302583 0.6541996124 2.7330839788 0.7351199520 2.5295631972 1.2979455068 1.3049915727 0.6636775698 3.9034225604 1.0601660430 2.0272537690 0.7535123792 1.5624813234 1.0868685775 1.0074698948 1.0580125658 0.7158687792
1.1157062743 1.0165762743 1.3605158517 1.7222666165 1.5994808044 0.9817209080 2.4907474246 0.9717990366 0.5200602372 0.8838418812 1.3947823651 0.2838713597 0.9573859389 0.8683257022 1.2083098782 2.2083179255 0.7387657693 0.6779324461 1.8142140589 8.3722835851 1.5909394621 1.8169736418 1.7436603670 2.4163603961 0.8755348555 0.4713338451 1.0912361695 0.2929421158 1.0212247905 1.0050169358 0.9546567040 0.1791806165
1.9300828164 1.8144294752 1.7350858658 1.9762017243 0.6929694959 1.1306321750 1.2085652603 0.9510937573 1.6993449253 0.6368158879 1.1457164722 1.9551147343 1.5786255286 1.8962078489 0.9898848793 1.6059744449 1.2300092616 1.4695339080 1.9824312591 8.1905143465 1.1335811294 1.1954887862 0.5073033574 1.0362523196 1.1163109708 1.8146503886 0.7669315124 1.3760377643 0.9428479539 1.0448757811 0.9789503839 0.8555267572
1.6252734198 0.8721700847 1.2798560348 0.9631933944 1.5798049377 1.6135524729 0.1208540286 0.7962615029 1.9341696475 0.7161125276 1.5182384168 1.0439524151 1.4176859856 0.4123041490 1.8972326757 1.3050102748 1.0185974479 1.3831085614 0.9925391029 7.4876038213 1.7743582038 1.5436710060 0.1340747993 2.0922497410 1.3895213670 1.0881100082 1.8055016519 0.9684265330 1.0256945590 1.0010641017 1.1163749301 0.2030462836
0.8229209768 1.4078061863 1.5707116872 1.2479064398 0.5986279192 0.9906454154 1.8847074175 0.8283365322 0.7309251708 1.2501734849 1.7296201047 0.4075686312 1.0834333200 0.4868410733 0.6292489717 0.5063156928 1.1658807333 1.3372488271 1.2713639827 3.4132775257 1.1928927158 1.9440479920 0.7045952893 2.8024707722 0.9780449371 1.7733008825 1.8123828507 1.2189621425 1.0140729195 1.0564059260 1.0659332937 0.2355815808
0.8829083863 1.4689904959 1.0316661590 1.4641350856 1.1634516996 0.5998679160 0.9330577353 0.8759398287 0.8677264499 1.9855633667 0.9018533370 0.9517301904 1.0715185372 0.7132718885 1.6560648857 1.1075955438 1.1773244830 2.4654684975 0.5268715262 7.7816032629 1.1550401246 1.7387308098 0.9426960271 1.3069298491 1.2467123322 2.3388927390 0.6148420495 0.6915445537 1.0473227618 1.0015076975 0.8051819962 0.6006670881
0.9262808073 1.4202711539 1.3507913533 1.7557101402 1.6460473138 1.0604252006 1.3077744907 0.8087908654 0.8182651988 1.5266971925 0.2032389166 2.2632721016 1.3999444731 1.8705519141 0.8407624712 1.4845198323 0.8832131505 2.1542273035 1.2590703697 8.4806484524 1.2796498873 1.8757324118 1.1813176860 4.2805084358 1.1217950698 1.6440056374 1.5967967801 1.3127845700 1.0438599098 0.9812697130 0.8580917622 0.4341967156
1.1464279446 1.0065372234 0.9812334776 1.1545139163 1.3022316530 0.9045013414 1.8927090490 1.0536716273 0.6915308845 1.5057127057 0.2657171813 1.2371812386 1.5695741920 1.8439183936 1.8640684696 1.2585474706 0.5400953160 0.7596935406 1.3429132083 6.5704789141 1.1415227198 1.5940276354 0.3171608855 2.7262865293 1.2583272988 1.5501112397 0.7247235455 0.1889039236 0.9791996987 0.9745969317 0.7375006443 0.4145864115
0.7784882992 0.9253781456 1.8717794469 1.5465194134 0.5916665551 1.7443932374 2.3184978038 0.8582608863 0.7698230742 1.2212957405 0.3691443479 1.5994881156 1.0613971730 0.2520465161 0.9488755718 1.8301618595 1.2973702220 1.1965900145 0.7517081024 0.0633871774 1.6575690075 1.1847590213 1.6456524371 1.2035920485 1.7868134027 1.5664704039 0.9893082619 1.1632025213 0.9658152430 0.9685625596 1.0358922343 0.3284258515
1.6311230966 1.2447317265 1.2577659411 1.0177996342 0.8660701190 0.6317121124 0.6595637347 1.0306145368 1.6780980413 1.3827717306 2.5551957308 1.7320276157 0.8789767535 1.9147075177 1.2757617242 1.9957680458 0.5413145430 1.8496255488 0.5602172267 4.0653939929 1.6303536033 0.5976037528 0.2650259229 3.8156565407 1.4648682558 1.6135128385 0.9003245491 1.6434320927 1.0271473427 0.9988735739 0.9786277682 0.1536782533
0.7205306758 1.0766573250 1.0036964215 1.3093010961 1.7758493881 1.5060283656 2.6448704310 1.0573440065 1.4119408801 1.8588320898 2.8309272255 1.7852965726 1.4809094538 1.1638579423 1.1904202734 2.1901700012 0.9568765551 1.0972211047 1.6629887494 2.8896772870 1.9617983823 0.9011245453 1.8573256281 2.6019709772 1.6910119516 1.5139136065 1.9717595215 1.7475870627 0.9489419004 1.0209601987 0.8925257893 0.4526978688
1.5258466168 1.7449341951 1.6399645839 1.6976993877 1.1022799469 1.7909383285 1.3759020694 0.9472858171 1.3110097050 1.3961912536 2.4534670167 0.7167983305 1.3851853799 0.3609832672 1.3320673362 0.8339520581 0.6069505514 1.4437577181 1.5523017704 6.3020564602 0.5659742037 1.3253116592 1.7267668664 1.7695838347 0.9457452639 0.2353589412 0.6944215521 0.9758939682 1.0012750147 0.9915929939 0.8272889883 0.3081271085
1.7008094260 1.4903359332 1.3716401505 1.2052913696 0.7867570402 1.5980051617 1.1250380607 0.8310353509 1.5164949490 0.6756578029 3.2189173535 2.4268102915 1.0523812293 0.5070772924 1.4593096737 1.8251345619 1.1714990583 0.8753967007 0.9829908319 3.9670787235 0.7567958353 1.4107626358 0.0171159686 0.3401848218 1.0051314344 0.9787873028 0.9822128544 0.7242060699 0.9644676460 0.9598232025 0.8909628582 0.0455799725
0.7711399673 0.7776071661 0.9527913825 1.2315519594 1.2477985489 0.9106645656 3.0769178863 1.0841308029 1.4633879898 1.3280545486 2.6468224039 2.1260269843 1.7746951403 0.2983247481 0.8581936581 1.5673526118 0.8405326608 0.6264263935 0.9468611535 4.5001481581 1.0224093089 1.5297283026 0.9608392670 2.9383873490 1.8367558512 2.3507821177 1.0037763360 1.5137395086 0.9234727071 0.9062172788 0.9492769433 0.6166083805
1.9444960632 1.2700283641 0.5072819466 1.0449538865 1.0871313517 0.8018657433 1.5026210078 0.9386429989 1.1119963492 1.8980089658 1.8315556534 1.8114483305 1.6895256932 1.8317862617 1.5172343950 0.7703404705 1.0134688003 1.9381085890 1.3308698770 2.6203738270 0.5258760793 1.2048715366 1.2183696755 2.5743114305 1.5021833024 0.8753292121 1.6811103700 0.4237239729 0.9192077373 1.0427782626 0.8470351517 0.7754122492
0.8166545843 1.2168435232 0.7071823109 0.8154272353 1.1543003273 1.3641752124 0.3917813329 0.9925467304 1.8522929107 1.7139089912 2.6583002911 0.8434941421 0.7733595983 1.7539342505 1.1552032353 0.8418774371 0.7231344071 2.4977519611 1.9027114546 2.3536853752 1.4902476360 0.5889693978 1.2419782961 3.1064866214 0.7846497799 1.5005788024 1.6459491786 1.8628801618 1.0122188349 1.0582275189 1.1368811680 0.4194428292
1.3087019057 0.6620064800 0.7918044005 1.6590309862 1.8811181968 0.7632123433 1.9748894163 0.9816590413 0.9692928375 1.5946900513 1.2434177219 1.1525964713 1.7845772955 1.2259643084 0.5507922443 2.0588354816 0.9243695548 2.2554065541 0.5926685659 2.7352289234 1.2839698347 0.6667438196 1.1000648543 4.4878388723 1.6132541557 0.7552625463 1.1426438949 1.8253531531 0.9666571005 1.0205952465 0.6989289454 0.4322670719
0.6291839867 1.5904329175 1.3890964041 1.0726593357 1.4983661654 1.1407508279 1.5796867736 1.0297470346 1.2416859355 1.4851272902 2.4106681946 2.1499721465 1.4347602836 0.9790016160 1.4347634621 2.4277701906 1.0887917640 1.7101686820 1.4771559106 9.2885081658 0.6575322112 0.8306222338 1.2672006340 2.6399403231 1.8079242827 1.4735456366 0.7480523684 0.0532273042 1.0735919564 1.0067084238 0.9442335684 0.7678236062
0.6234522495 0.6265464977 1.5373721612 1.5314261004 0.7727748687 0.6836942087 1.9489841328 0.9540403517 1.7431681353 0.9879261473 0.0341724748 0.3876322055 0.8968688917 0.7393284456 0.6143223455 1.5093892055 0.7977773911 0.5400706515 0.6367514400 6.0563033944 1.7141096657 1.6631121510 1.0178495583 0.6043833676 1.2903454307 1.0417670164 1.3674182156 0.3034346196 1.0299222928 0.9656557228 1.1081512367 0.5768260904
1.6102246966 0.7985188395 0.8870392561 1.7139738783 1.5121466548 1.4499536251 1.4544052049 0.8925204852 0.9455391976 1.3354262866 3.1251815869 1.4066388694 0.5178859333 0.6539442349 1.6673038045 1.5181010431 0.8861359282 0.9173902309 1.3552188977 5.8175000666 1.5804351171 0.7870855963 0.1695791258 3.9477745914 1.1453090097 2.5167545029 0.6427421641 1.6019142722 0.9821334061 1.0725707950 0.9651543208 0.0742639583
1.8162773760 1.9068858700 1.4112364003 1.6052727292 1.6643962688 1.0682483682 1.5260593166 0.8652980309 1.1771315701 1.0833414689 1.3423391865 0.5176675661 0.9610379473 0.2719832270 0.8005940255 1.8750777608 1.2048603758 2.6943287221 1.9725821961 7.0258929570 0.9954602038 1.1042472844 0.9822494594 3.7698991550 0.8120708250 1.1962543680 1.5915313453 1.4174786269 0.9573539112 1.0786860725 0.9554114441 0.3681116478
1.4032109416 1.8568788286 1.5433206259 1.0001695497 0.7156037868 1.0796134624 2.5030487239 0.9834837807 1.7224628366 1.6446264084 0.3313217116 1.6695861533 1.1783556169 1.7916175688 1.1783455592 2.2725731024 1.0866790712 2.0002601369 1.3200429727 3.6863687054 0.7464897513 1.0077363505 1.3450761366 0.6579655843 1.5324055422 0.5247316119 0.9726956805 0.0324588911 0.9412057884 0.9995205566 0.8305515279 0.0579704625
1.2907114033 1.0342987659 1.4218181367 1.6352219944 1.1054506764 0.8911738266 1.6658278306 0.8230903397 1.5597565642 1.7051500563 1.7449336697 0.3365669104 1.6487175392 1.6356072487 1.8296076498 1.0322258936 0.9423434001 1.1165077893 1.6751147890 8.2606520543 0.8898735920 1.3412029002 0.7827797630 0.9724337819 1.5229906610 1.3638735388 1.2397253748 1.3870414910 0.9866276762 0.9123956924 1.0685111887 0.1418237093
0.7486262319 0.5664109801 0.7476009122 1.8068912636 1.7073700124 0.7700716753 2.5599833782 1.0160410131 1.3424339484 1.2723507029 2.1828094887 2.1037592593 1.0697875810 0.4155714876 1.2564523474 0.7826962580 1.1872459256 1.2980868509 0.9145188170 0.9982306673 0.9619264229 1.0828655850 0.6119188265 2.6722962604 0.6034715712 2.0583307198 1.4655644311 1.8807311182 0.9698654979 1.0693314678 0.7983803255 0.9338372332
1.7225987626 0.6384296839 1.7675946818 0.8706508674 1.2030137070 1.4141015293 2.5859123320 1.0010306236 1.1064450140 1.9186752971 2.9010814862 0.0500299303 1.6265894540 0.3116073195 1.7941620657 1.1146027312 0.8365983489 1.6235527013 1.8283519066 8.1197177929 1.7470150038 0.8562989986 0.6505497344 4.9648590822 1.5939718009 1.8704565413 1.4496105096 0.7492606558 1.0372694978 1.0366087663 0.9718372855 0.6824733027
1.8627458614 1.3074876506 1.0216220379 0.8568787155 1.2778359962 0.8773440965 1.0627996924 1.0883701920 0.9641115061 1.3229870535 1.5598967923 0.2757839842 0.7555146131 0.5251729032 1.1954567819 1.2257568234 1.0504196584 1.9627231898 0.6446994652 7.1971361969 1.5445416741 1.5475272587 1.6725326459 0.0014286708 0.9554057946 2.6404124119 1.8962813686 0.4655731137 0.9959747426 1.0000875884 0.9961909363 0.6683026977
1.4564820457 0.8574446153 0.6149491486 0.6147035459 0.9402624946 1.5315681638 2.6861453034 0.9361163744 1.0762375740 1.3156281603 1.9123332419 1.7474249687 0.8123539068 0.9576717557 0.7783692838 1.6197339059 1.0162944582 0.5573250340 1.1016224471 9.0104466370 0.8178375119 1.8403480065 0.4753410351 2.4193422922 0.6893569440 0.1229695418 1.3109375209 0.9251430537 0.9467886525 1.0057171321 0.9987255339 0.7512285953
1.1752872137 1.1127341723 0.7031733086 0.7486137395 0.6550794144 1.7500220077 2.9378825790 0.7486250574 1.4650063052 1.2776804800 2.7594516150 1.8425839665 0.6200908817 1.6052960176 1.1034391468 1.3260091993 0.7052785402 1.7512770489 1.4738519939 1.4468389980 1.0325832363 0.9859316021 1.0069997315 1.1847077171 1.7827719660 1.7536208024 0.6868940281 1.8272990420 1.0059799561 0.9085063486 1.0192169871 0.6463198748
1.8552120019 1.9246075094 0.5888073273 1.6695762257 0.9167411848 0.6673394519 2.5699863846 1.0743248138 1.2531169279 1.8225526681 1.1364158951 0.4926151140 0.8836275329 1.7309734823 1.0306232152 2.1678143237 0.8757890820 1.0780767281 0.9404184701 2.4302955718 1.4194981188 0.9773087719 1.5269533347 2.4796814148 1.0401387459 1.0789780243 1.7626625420 0.1826613595 0.9668665452 0.9937838104 1.1032345578 0.6860291183
0.9536810585 1.8300167805 1.5674843736 0.9139577810 1.7643147664 0.9342099438 1.5736670668 0.8980583629 0.5470897326 1.3137781666 1.8582836966 1.7947511443 1.5132278215 0.7241738721 1.4796315962 2.1777621965 0.9532551617 1.1623409167 0.7668216836 0.9215467697 0.6885307418 1.1645920920 1.4878186575 1.6441406317 1.3182004220 2.0102800638 1.4106862295 0.6154124588 0.9216755540 0.9116484389 0.7507049669 0.2596033942
1.4312953422 0.8144697516 1.0704733213 1.5282245136 1.6371247811 1.5693325307 2.1404741560 0.8051233769 1.7375683982 1.7233380240 0.6882005320 0.3055943230 0.9708651966 0.8150525594 1.5353097198 1.6204018582 1.1516618936 0.4192455523 0.6345479985 3.4720994057 1.1127279301 1.1369977938 1.8626657979 0.3093730899 1.1142734593 0.8212158599 1.2169464564 0.2079387401 0.9224174411 1.0273252849 0.9850632727 0.3728805948
0.9143838524 1.1740362592 0.9752487768 1.8850186500 1.0823998620 0.9291049742 0.6469999178 0.9167052863 1.4471151420 0.6311430747 1.5242623611 1.0555615337 1.4394307976 0.6287813506 1.5671235640 1.8088729639 1.3507829304 2.0089453504 0.7204832720 9.1453934636 0.9097876072 0.8393508802 1.2574162112 3.1740695070 1.0689153144 0.6344920468 0.8540360555 1.8555748445 1.0082214284 1.0822106537 0.9036206261 0.1936243474
0.7855337877 0.5557358693 1.1576590707 1.3135823671 1.4427886551 1.6473151616 0.1998407282 0.8223047575 1.6065259059 0.7715490709 1.7900668626 2.2460844676 0.5309993866 0.6941577843 1.3511028399 2.1284800712 1.2613381802 1.8183258404 0.7492434563 3.2752930228 1.4889011873 1.6795781860 0.2560564394 3.0150164571 1.6537191328 0.7812355846 1.6110157730 1.8689404504 0.9277219230 0.9445795080 0.9341207047 0.8820825059
1.4087006823 1.2939912373 1.2109130256 0.6620456489 1.8266566002 0.5509096747 0.4051422303 0.9796742491 0.8060064116 1.8398217867 0.8797405752 1.2266483662 0.6450368086 1.5982261831 1.1178816404 1.9664424839 1.0666825920 2.0518558960 1.9467718300 5.6294580904 1.1155702337 0.7807909898 0.9030135719 4.2149798480 1.7337795449 2.1121445261 1.7582094260 0.4564977390 0.9964995482 1.0348593809 1.0507388640 0.0651119485
0.6623283133 0.6961079678 1.9303067725 0.6674555143 1.3643514823 1.3887844567 1.6066651279 0.8429464952 1.9052288908 1.2631390293 1.1904938706 2.0225215949 0.8539846824 1.7663049841 1.1141355342 0.5451967962 0.6828042632 1.3609615438 1.3606599556 7.0741619531 1.5488835336 1.5555294522 0.4416466141 4.1539047463 1.2617559669 0.9237369000 0.5805294084 0.6435438905 1.0519039601 1.0106681567 1.0163192440 0.7888747578
0.5950238681 1.7147583318 1.5632589457 1.9220064107 1.1759638627 1.6009026662 1.3160057843 0.7659776580 1.3284357331 0.7883956904 0.3976185678 0.3650461662 1.7387216549 0.5902114181 0.7490666916 2.2336034624 1.3845211110 1.4058278034 1.6990992293 2.5348152672 0.7825702814 0.6519246603 0.2422513568 0.9042391892 1.0023929538 1.7625276639 1.3735299428 0.9926940696 0.9104140501 1.0626554820 0.8067155342 0.7937896250
1.8746756360 1.4970555457 1.2633298357 0.6461979124 0.8613903667 1.0043560445 1.3911742734 0.9823043919 1.3694714647 0.5697217231 2.5295718049 1.4316575299 0.9180538370 1.9744497149 1.3762752460 1.4875995259 1.2453228892 1.1315366832 1.2257592208 5.1134379262 1.5997865415 1.2241468356 1.5663307534 3.3755231954 0.5369259581 1.0629417334 0.6381462661 0.2748193441 0.9436126785 1.0155855676 0.9903755611 0.5132818709
1.6055472956 1.1275951065 1.4288210298 1.6492367547 1.6872306602 1.3917336959 0.3526918038 1.0257387840 0.7902571211 1.3499022437 0.9981742073 0.7594913865 1.7068642848 0.5653270218 0.8059425182 1.1776290293 1.3019314117 0.4518348432 1.4656288749 6.5128456312 1.5262847459 1.7206938827 0.2509218487 1.5525436004 0.8037705541 0.4434057349 0.8115179570 1.3661377772 0.9764946091 0.9291303721 0.8705563336 0.8093474247
1.2315942877 1.5780777304 0.6172055280 0.7573152445 1.1569812121 1.5599611435 2.7229668640 0.9215420915 1.8306580437 0.9023076034 0.8933979130 2.4035332790 1.6447352492 1.4207366412 1.6391934498 2.0293521082 1.3687259123 0.8922363988 0.8268634449 3.3857508284 1.2262142600 1.6926471951 1.0663228966 1.2779787925 1.9431607954 1.9200888618 1.1976998561 0.6307487000 1.0380946549 0.9144592233 1.0458492832 0.4576779728
1.7965877095 0.9112885739 1.8000311264 1.0336346751 1.8148794091 0.7839611280 1.1030720965 0.9664279606 1.6231739132 1.1036696053 3.3186588968 2.3923910032 0.9323624272 1.6211508479 1.4726465123 0.9596316212 0.7321043699 0.4821363024 1.9442141220 4.4889880398 0.5719265992 1.1064299997 1.7684335506 2.3866613567 1.6343525558 0.7242634071 1.5896269309 1.5522995929 0.9944958215 1.0416495705 1.0492958900 0.1181201463
1.2595784454 1.2313196426 1.5234015995 1.4230256981 1.9094284435 1.7005629361 0.8907645662 0.9192390010 0.8915142100 1.8602539549 3.0298661610 2.4438515391 1.5739280060 0.7310974032 1.2150095654 2.2763813299 0.6658651884 2.4496792103 1.0831075443 8.4641270089 1.5577077926 1.2681928920 1.5457036778 2.5253560441 0.8607793700 0.8500051674 1.1902879592 1.4526722637 0.9266848617 0.9707320824 1.1277192943 0.9254958111
0.7815654758 1.3897851890 1.2490685029 1.4165670454 1.5831277605 1.9600744421 0.0917499635 1.1045707441 1.2896519357 0.7099269934 2.5055797952 1.6755062233 1.6077704797 0.7516340750 0.8973664885 1.5448403623 1.0998331797 2.1385825910 1.7479296833 4.0800818795 1.2049717264 0.7095755522 1.2494897739 0.4043260510 0.5817200347 1.7124412223 1.2985284544 1.1721203280 1.0932324307 1.0034507044 1.0283758526 0.7358873740
1.9373990202 0.9836678828 1.9685802728 1.2294696410 1.2331118007 0.7655713341 2.6888603164 0.9650889647 1.5076387843 1.4674698958 1.4502001127 1.7690695855 1.1230855209 0.5051521016 0.6527658112 2.1980401703 0.7867314321 2.8987388181 1.0184914175 3.0142309333 1.1701882680 1.9288748162 1.1418236345 0.2629450015 1.8862968060 0.7084026529 1.0244464943 0.7296027917 0.9951255188 1.0399971698 0.8221255076 0.9104197043
1.5813815206 1.5542832147 1.0614441854 1.7811385161 0.7131305823 1.6312103620 2.7134357744 0.8641144829 1.2566400102 1.1668132725 1.2024005863 1.6963240367 1.6763367276 1.4866939441 0.6751669921 0.7231299296 1.2114886401 1.6198722583 1.1606885985 1.7336975723 0.6057278486 0.6449104033 1.6050529437 4.1416307653 1.7780191611 2.4273208044 1.1227212062 1.9470369809 0.9989498034 1.0554722279 0.9223162307 0.7200000781
1.0432452402 1.6740536160 0.8101024641 1.6280584445 0.7636284681 1.8104363259 0.1052313954 0.7791703622 1.9848742323 0.9388600765 1.6262162239 0.5844519098 1.1316651673 1.5344391968 1.0587198209 0.6613899743 1.1534944847 2.0735935653 0.8173313685 1.0253375203 0.8907170174 0.8481020440 0.8520636454 4.5499811311 1.0506016420 0.1710424266 1.7324479699 0.5474180429 1.0052097275 1.0990615000 1.0150502374 0.5623601342
1.2478262071 1.6303548474 1.4914071542 1.8703060618 0.5775018939 0.5760360993 1.4368458232 1.0585026112 0.6591534084 1.3534346321 3.1985091011 0.7573164399 1.0272177651 1.0316050128 1.7273406213 1.1333187406 0.8310841285 1.4658070562 1.8960476250 6.8304630217 0.9403441933 1.9198166598 0.7670346100 3.3062098022 1.3360402831 0.9151643226 0.8902876188 0.2009903284 1.0502466533 1.0401796751 0.8860368393 0.9589631626
1.3417225538 1.0940736361 0.6816015424 1.3040472698 0.6484535854 1.8608437850 0.3488810201 0.9532754809 1.6262080520 0.9720108771 0.4837442362 0.7021371271 1.8503626092 0.4202651224 1.4075375073 1.7873276213 0.7150469488 2.1072265212 1.3499306460 2.7144592233 1.3312925519 0.7779406270 0.6365615051 3.7110901195 0.7472322439 0.3160484816 0.7922069619 1.7975034701 0.9044148957 0.9446764277 0.8614725205 0.6992037033
1.9797398321 0.7576866531 1.5967604222 1.8465753965 1.8557264178 0.7102079862 1.1393435379 1.0701296095 1.0651434598 0.8727415881 1.4944927728 1.6867343107 1.9685969294 0.7957547609 0.9611496194 0.9310736692 0.5167279053 1.0296240063 0.5715776794 8.3116822815 1.0826675105 1.2941131863 1.4051275583 1.4447209106 0.8740526662 2.0711995178 1.8681726255 0.6216965604 1.0177637157 0.9803165586 0.8771998732 0.8887730033
1.3914771364 1.4302198650 0.5309442262 1.6756860774 1.2581926651 0.7161732433 1.1738545337 0.8954364431 0.7124049076 1.0048030870 2.1974544929 1.0901601234 0.7773020078 1.1356573047 1.3172049107 0.8704170292 0.9633259092 0.9506135173 0.9346960604 0.4108051393 1.4135973473 1.1771120984 0.4866406453 3.1614029821 1.1923768838 1.4021866563 1.8634053828 0.4052920769 1.0305777540 0.9678693710 0.8176119991 0.0903384228
0.7905721404 1.2688983429 0.8029817004 1.1698773249 1.3662447956 1.4799614107 2.7745717294 0.8333056409 1.4335512675 0.8519179875 0.8070601940 1.9136353307 0.9675251645 0.1737974123 1.3582887980 2.0732000848 0.6613876383 2.6283739475 1.9872337073 5.7577986318 1.1961237820 1.1290624099 1.8722789591 0.5678006458 1.3771310812 1.5392750982 0.8966018480 0.6786827876 0.9163118695 1.0446081927 0.7582942151 0.1521279285
0.5372492217 1.0134620463 0.9928461044 0.6367077142 0.9533628401 1.8360022981 1.8453802690 0.8100252317 1.0157352971 1.2052415195 0.5308708793 1.3705883096 0.7104352065 0.4030491894 1.4849954153 2.1578884143 1.1384896899 0.8554874521 1.6542535059 9.5057611036 1.6931596792 0.8405898502 1.5038158337 4.3791931951 1.2426601508 1.5239166374 0.9491709845 1.2282290339 1.0996387722 1.0222062882 0.9469712473 0.0995890980
0.6147669846 1.5663497247 0.8510757129 1.9569824119 1.7860592897 1.1802869168 2.5314840007 0.8869426907 1.9470366211 1.5223955705 1.3795831310 0.6081708196 1.4463888622 1.2660814968 1.4410595800 0.7033731618 1.2082535064 2.0763872164 1.5421840126 8.7271016578 1.4467566020 0.5610961156 1.9265846396 3.9796983369 1.0257205021 1.0009739512 1.8757910693 0.1030388443 1.0197386835 1.0857266985 0.7489375025 0.4827759028
0.7071112760 1.9403862386 1.8339367315 1.1600569691 1.4538671860 1.4866972099 2.3753137240 1.0031771842 0.6107367668 1.3911234241 2.2016835086 1.1701032173 0.5800569184 0.8491446413 0.5097184754 2.2665201134 1.4247408992 0.6189195013 1.7881377453 6.1511222671 1.8833249664 1.5713713559 0.6204897010 0.4583897554 0.9959983840 1.6517739545 1.6533757791 1.1107343846 0.9882739297 0.9716365176 0.7559156551 0.5353233413
1.6916373880 1.3936945349 1.6760114637 1.7778108648 1.5564221588 1.5027915308 1.2025105384 1.0492591163 1.7616353494 1.0197657058 2.6016749593 2.0636828639 1.5013134097 1.0008264703 1.0174911576 0.9402019200 0.8007058185 1.1902967309 0.6992186974 0.6242581473 0.8106519120 0.9293974835 0.7423320037 4.3565952299 1.9838693041 0.0732422407 1.5836376308 1.6110618842 0.9392211266 0.9347652012 1.0410388339 0.8331557616
1.2877381997 0.8873373567 1.8645134341 1.1768235492 1.0448080680 1.1371592456 2.0721464219 0.7770814865 1.8967431085 0.8499830143 1.9596122965 0.2095664412 1.5565736119 1.5776554396 0.7000291437 2.0210374825 0.6736061907 2.3488639184 0.8393758089 2.6896413228 1.0027867576 1.6744309764 1.0426900889 3.6962529438 1.0966273560 0.7875404686 1.2878586662 0.5431415735 0.9854898041 1.0098053150 0.7135581479 0.1022155785
0.8724064600 1.3468803692 1.1792400961 1.0046924765 1.3050013967 1.1078915742 3.0008283357 0.7741362129 0.7428753443 1.1457635310 1.3015549438 2.0111311066 1.2232990709 1.1051433164 1.3651362388 1.1991414236 0.5452920732 2.8001767763 0.7578860432 5.4932722126 1.8317803296 0.8970268335 1.5780360719 1.7528581692 1.7290050793 0.4314008458 1.4374554389 0.2835805912 1.0606386594 1.0543287275 1.0767644939 0.4741687836
1.8218033443 1.1972520000 0.7981332075 1.4060896018 1.5704189373 1.7808474193 2.7466122004 0.9690040547 0.7097281245 0.5181361796 2.6207095037 0.9175672991 1.9922380052 1.6188043015 0.7193695581 1.8880446122 0.5085468029 2.9095174877 1.4005433449 6.7985124003 0.6944631242 1.4300351546 0.2896497106 2.8624716512 1.3226083687 0.2188623560 1.1707835428 1.1192057811 1.0649171546 0.9191454937 0.8313104969 0.9606157805
1.8998091554 0.6531634983 0.9062903271 1.0697372279 0.8471283998 1.3184605857 0.1397786999 0.9414771753 1.2193956571 1.1758453957 3.0642951292 0.8508551778 1.7547014218 1.3664128964 1.1617721473 1.0865978516 1.0564686555 0.8996593242 1.3153725825 0.7365707850 1.3742868521 1.0158413485 1.2737566601 0.6879305125 1.6768701946 2.5037610004 0.6711722257 0.9105053335 0.9769160104 0.9417970114 1.0426452256 0.3863800629
1.1085731219 1.1675874938 0.8085339898 1.8661760836 0.7587216062 1.2788364300 2.7354016007 0.9348779161 1.8552027167 0.8436180265 0.2730354969 1.7822983101 1.2288463210 0.5573792993 1.3888591591 1.9587080217 0.5755383665 1.2242518522 0.6852360686 8.4300058379 1.1888272497 1.7573395823 0.0967162274 3.4456272963 1.2247869948 2.3130609081 0.8486222040 1.2945698459 0.9866983362 1.0568509152 1.0216926537 0.3435416326
1.8112072168 1.7389855463 1.4757068063 1.5060057510 0.6985350907 1.2898270470 1.8435689353 0.8206160482 1.6521962510 1.7433498579 0.2552506660 1.4550812504 0.8441751409 0.8100869078 0.8840938425 1.1427801281 0.5795707805 0.5059596104 1.9540277616 4.7643400775 1.4990557339 1.8820038300 0.3905155620 2.3694535748 1.8311788978 2.2003544897 1.8018070871 0.7081912213 0.9565324740 0.9784345863 0.7692513560 0.8400312530
1.8028437639 1.4149780056 1.3165061359 1.4865119025 1.1925770238 1.3123325146 0.8009194955 0.7601198531 0.9109807091 1.1249417247 2.0288247309 2.1340109102 0.5914309044 1.7378958446 0.5808904221 2.2213393345 1.3586172669 2.5925037782 0.6663861713 3.0879684470 1.1530516079 1.6285744807 0.1834026490 4.4374458465 0.6578328418 1.3698975751 0.7867718929 1.5311584301 0.9974439809 1.0946563966 0.7403294989 0.4114322005
